Dataline,Play,ActSceneLine,PlayerLine,split,modern_line_v1,modern_line_final,method,annotator_id,reviewer_id,status,quality_score,confidence,context_window,reference_source,notes,last_updated_utc,row_type,ambiguity_flag,alignment_status,reject_reason
30065,Cymbeline,3.2.68,"We'll talk of that hereafter. Prithee, speak,",train,"We'll talk of that hereafter. Prithee, speak,",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"And our return, to excuse: but first, how get hence: || Why should excuse be born or e'er begot? || We'll talk of that hereafter. Prithee, speak, || How many score of miles may we well ride || 'Twixt hour and hour?",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=2|line=68,fallback_mode=true | unresolved_lexicon:prithee,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:prithee
30084,Cymbeline,3.2.86,"That I cannot look through. Away, I prithee,",train,"That I cannot look through. Away, I prithee,",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"I see before me, man: nor here, nor here, || Nor what ensues, but have a fog in them, || That I cannot look through. Away, I prithee, || Do as I bid thee: there's no more to say, || Accessible is none but Milford way.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=2|line=86,fallback_mode=true | unresolved_lexicon:prithee,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:prithee
30180,Cymbeline,3.3.90,"I' the cave wherein they bow, their thoughts do hit",train,"I' the cave wherein they bow, their thoughts do hit",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"They think they are mine, and though train'd || up thus meanly || I' the cave wherein they bow, their thoughts do hit || The roofs of palaces, and nature prompts them || In simple and low things to prince it much",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=3|line=90,fallback_mode=true | unresolved_lexicon:wherein,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:wherein
30311,Cymbeline,3.4.103,"Will then be pang'd by me. Prithee, dispatch:",train,"Will then be pang'd by me. Prithee, dispatch:",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"To think, when thou shalt be disedged by her || That now thou tirest on, how thy memory || Will then be pang'd by me. Prithee, dispatch: || The lamb entreats the butcher: where's thy knife? || Thou art too slow to do thy master's bidding,",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=4|line=103,fallback_mode=true | unresolved_lexicon:prithee,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:prithee
30335,Cymbeline,3.4.127,"Therein false struck, can take no greater wound,",train,"Therein false struck, can take no greater wound,",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Talk thy tongue weary, speak || I have heard I am a strumpet, and mine ear || Therein false struck, can take no greater wound, || Nor tent to bottom that. But speak. || Then, madam,",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=4|line=127,fallback_mode=true | unresolved_lexicon:therein,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:therein
30368,Cymbeline,3.4.160,"In a great pool a swan's nest: prithee, think",train,"In a great pool a swan's n: prithee, think",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Are they not but in Britain? I' the world's volume || Our Britain seems as of it, but not in 't, || In a great pool a swan's nest: prithee, think || There's livers out of Britain. || I am most glad",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=4|line=160,fallback_mode=true | unresolved_lexicon:prithee,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:prithee
30396,Cymbeline,3.4.188,"Your laboursome and dainty trims, wherein",train,"Your laboursome and dainty trims, wherein",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Alack, no remedy!--to the greedy touch || Of common-kissing Titan, and forget || Your laboursome and dainty trims, wherein || You made great Juno angry. || Nay, be brief",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=4|line=188,fallback_mode=true | unresolved_lexicon:wherein,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:wherein
30408,Cymbeline,3.4.200,"wherein you're happy,--which you'll make him know,",train,"wherein you're happy,--which you'll make him know,",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"From youth of such a season, 'fore noble Lucius || Present yourself, desire his service, tell him || wherein you're happy,--which you'll make him know, || If that his head have ear in music,--doubtless || With joy he will embrace you, for he's honourable",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=4|line=200,fallback_mode=true | unresolved_lexicon:wherein,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:wherein
30415,Cymbeline,3.4.207,"The gods will diet me with. Prithee, away:",train,"The gods will diet me with. Prithee, away:",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Beginning nor supplyment. || Thou art all the comfort || The gods will diet me with. Prithee, away: || There's more to be consider'd, but we'll even || All that good time will give us: this attempt",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=4|line=207,fallback_mode=true | unresolved_lexicon:prithee,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:prithee
30419,Cymbeline,3.4.211,"A prince's courage. Away, I prithee.",train,"A prince's courage. Away, I prithee.",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"All that good time will give us: this attempt || I am soldier to, and will abide it with || A prince's courage. Away, I prithee. || Well, madam, we must take a short farewell, || Lest, being miss'd, I be suspected of",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=4|line=211,fallback_mode=true | unresolved_lexicon:prithee,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:prithee
30575,Cymbeline,3.5.134,undergo those employments wherein I should have,train,undergo those employments wherein I should have,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"It is Posthumus' hand, I know't. Sirrah, if thou || wouldst not be a villain, but do me true service, || undergo those employments wherein I should have || cause to use thee with a serious industry, that is, || what villany soe'er I bid thee do, to perform it",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=5|line=134,fallback_mode=true | unresolved_lexicon:wherein,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:wherein
30709,Cymbeline,3.6.73,"Prithee, fair youth,",train,"Prithee, fair youth,",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"To whom being going, almost spent with hunger, || I am fall'n in this offence. || Prithee, fair youth, || Think us no churls, nor measure our good minds || By this rude place we live in. Well encounter'd!",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=6|line=73,fallback_mode=true | unresolved_lexicon:prithee,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:prithee
30785,Cymbeline,4.1.6,a woman's fitness comes by fits. Therein I must,train,a woman's fitness comes by fits. Therein I must,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"him that made the tailor, not be fit too? the || rather--saving reverence of the word--for 'tis said || a woman's fitness comes by fits. Therein I must || play the workman. I dare speak it to myself--for it || is not vain-glory for a man and his glass to confer",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=4|scene=1|line=6,fallback_mode=true | unresolved_lexicon:therein,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:therein
31024,Cymbeline,4.2.208,"Where there's no profit. I prithee, to our rock,",train,"Where there's no profit. I prithee, to our rock,",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Well, 'tis done: || We'll hunt no more to-day, nor seek for danger || Where there's no profit. I prithee, to our rock, || You and Fidele play the cooks: I'll stay || Till hasty Polydote return, and bring him",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=4|scene=2|line=208,fallback_mode=true | unresolved_lexicon:prithee,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:prithee
31089,Cymbeline,4.2.269,Where?,train,Where?,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"right cheek || Reposing on a cushion. || Where? || O' the floor, || His arms thus leagued: I thought he slept, and put",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=4|scene=2|line=269,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
31110,Cymbeline,4.2.290,"Prithee, have done,",train,"Prithee, have done,",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Yea, and furr'd moss besides, when flowers are none, || To winter-ground thy corse. || Prithee, have done, || And do not play in wench-like words with that || Which is so serious. Let us bury him,",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=4|scene=2|line=290,fallback_mode=true | unresolved_lexicon:prithee,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:prithee
31122,Cymbeline,4.2.302,"Cadwal,",train,"Cadwal,",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"As once our mother, use like note and words, || Save that Euriphile must be Fidele. || Cadwal, || I cannot sing: I'll weep, and word it with thee, || For notes of sorrow out of tune are worse",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=4|scene=2|line=302,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
31368,Cymbeline,4.3.49,"Wherein I am false I am honest, not true, to be true.",train,"Wherein I am false I am hon, not true, to be true.",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"What is betid to Cloten, but remain || Perplex'd in all. The heavens still must work. || Wherein I am false I am honest, not true, to be true. || These present wars shall find I love my country, || Even to the note o' the king, or I'll fall in them.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=4|scene=3|line=49,fallback_mode=true | unresolved_lexicon:wherein,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:wherein
31385,Cymbeline,4.4.10,"Sons,",train,"Sons,",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"For barbarous and unnatural revolts || During their use, and slay us after. || Sons, || We'll higher to the mountains, there secure us. || To the king's party there's no going: newness",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=4|scene=4|line=10,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
31733,Cymbeline,5.4.110,"This tablet lay upon his breast, wherein",train,"This tablet lay upon his breast, wherein",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"He shall be lord of lady Imogen, || And happier much by his affliction made. || This tablet lay upon his breast, wherein || Our pleasure his full fortune doth confine: || and so, away: no further with your din",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=5|scene=4|line=110,fallback_mode=true | unresolved_lexicon:wherein,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:wherein
31827,Cymbeline,5.4.198,Unless a man would marry a gallows and beget young,train,Unless a man would marry a gallows and beget young,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"I'll be hang'd then. || Thou shalt be then freer than a gaoler, no bolts for the dead. || Unless a man would marry a gallows and beget young || gibbets, I never saw one so prone. Yet, on my || conscience, there are verier knaves desire to live,",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=5|scene=4|line=198,fallback_mode=true | unresolved_lexicon:marry,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:marry
31885,Cymbeline,5.5.45,"Prithee, say.",train,"Prithee, say.",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Can trip me, if I err, who with wet cheeks || Were present when she finish'd. || Prithee, say. || First, she confess'd she never loved you, only || Affected greatness got by you, not you:",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=5|scene=5|line=45,fallback_mode=true | unresolved_lexicon:prithee,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:prithee
